"rgn_id","year","status"
1,2012,99.43
2,2012,99.43
3,2012,99.43
4,2012,NA
5,2012,83.07
6,2012,100
7,2012,100
8,2012,87.8
9,2012,54.92
10,2012,64.16
11,2012,54.37
12,2012,64.16
13,2012,26.15
14,2012,86.19
15,2012,42.21
16,2012,100
17,2012,96.38
18,2012,68.07
19,2012,28.13
20,2012,100
21,2012,55.15
24,2012,100
25,2012,100
26,2012,76.08
28,2012,89.39
29,2012,100
30,2012,93.35
31,2012,70.62
32,2012,68.41
33,2012,93.35
34,2012,NA
35,2012,NA
36,2012,NA
37,2012,66.04
38,2012,89.47
39,2012,44.09
40,2012,61.66
41,2012,100
42,2012,100
43,2012,100
44,2012,93.35
45,2012,93.35
46,2012,100
47,2012,86.01
48,2012,100
49,2012,100
50,2012,100
51,2012,100
52,2012,67.92
53,2012,100
54,2012,100
55,2012,100
56,2012,94.26
57,2012,90.03
58,2012,46.37
59,2012,100
60,2012,47.21
61,2012,100
62,2012,100
63,2012,98.81
64,2012,92.05
65,2012,100
66,2012,100
67,2012,91.01
68,2012,94.54
69,2012,100
70,2012,73.22
71,2012,100
72,2012,100
73,2012,100
74,2012,63.15
75,2012,100
76,2012,100
77,2012,100
78,2012,100
79,2012,100
80,2012,67.78
81,2012,65.3
82,2012,100
84,2012,100
85,2012,75.18
86,2012,25.59
88,2012,75.18
89,2012,NA
90,2012,NA
91,2012,NA
92,2012,NA
93,2012,NA
94,2012,NA
95,2012,16.42
96,2012,100
97,2012,100
98,2012,100
99,2012,100
100,2012,76.12
101,2012,39.84
102,2012,100
103,2012,100
104,2012,23.43
105,2012,NA
106,2012,92.99
107,2012,NA
108,2012,66.86
110,2012,88
111,2012,86.41
112,2012,78.48
113,2012,100
114,2012,85.81
115,2012,90.45
116,2012,83.4
117,2012,68.57
118,2012,84.94
119,2012,70.17
120,2012,93.52
121,2012,76.18
122,2012,62.6
123,2012,71.88
124,2012,75.91
125,2012,68.25
126,2012,66.61
127,2012,17.77
129,2012,99.21
130,2012,91.17
131,2012,100
132,2012,100
133,2012,100
134,2012,100
135,2012,100
136,2012,100
137,2012,73.46
138,2012,43.38
139,2012,95.59
140,2012,33.53
141,2012,75.18
143,2012,48.78
144,2012,75.18
145,2012,100
146,2012,48.95
147,2012,11.57
148,2012,64.16
149,2012,NA
150,2012,NA
151,2012,48.95
152,2012,65.35
153,2012,42.88
154,2012,31.73
155,2012,72.53
156,2012,48.95
157,2012,64.16
158,2012,NA
159,2012,NA
161,2012,48.95
162,2012,94.5
163,2012,99.66
164,2012,100
166,2012,81.17
167,2012,74.2
168,2012,59.04
169,2012,29.41
171,2012,100
172,2012,100
173,2012,100
174,2012,100
175,2012,60.41
176,2012,100
177,2012,71.3
178,2012,100
179,2012,100
180,2012,83.07
181,2012,91.71
182,2012,100
183,2012,100
184,2012,100
185,2012,96.89
186,2012,100
187,2012,100
188,2012,100
189,2012,100
190,2012,47.84
191,2012,36.06
192,2012,37.52
193,2012,8.61
194,2012,100
195,2012,100
196,2012,50.89
197,2012,100
198,2012,58.56
199,2012,94.48
200,2012,85.4
202,2012,100
203,2012,100
204,2012,100
205,2012,77.22
206,2012,80.35
207,2012,72.99
208,2012,100
209,2012,100
210,2012,100
212,2012,100
213,2012,NA
214,2012,100
215,2012,100
216,2012,67.09
218,2012,100
219,2012,58.62
220,2012,76.18
221,2012,76.18
222,2012,100
223,2012,65.59
224,2012,95.47
227,2012,75.18
228,2012,75.18
231,2012,0.04
232,2012,100
237,2012,76.08
244,2012,72.67
245,2012,72.67
247,2012,88.22
248,2012,72.67
249,2012,72.67
250,2012,100
1,2013,100
2,2013,100
3,2013,100
4,2013,NA
5,2013,85.22
6,2013,100
7,2013,100
8,2013,100
9,2013,52.79
10,2013,69.53
11,2013,57.15
12,2013,69.53
13,2013,46.14
14,2013,93.7
15,2013,46.94
16,2013,100
17,2013,100
18,2013,78.79
19,2013,100
20,2013,100
21,2013,49.52
24,2013,100
25,2013,100
26,2013,89.58
28,2013,93.41
29,2013,100
30,2013,93.41
31,2013,72.44
32,2013,80.04
33,2013,93.41
34,2013,NA
35,2013,NA
36,2013,NA
37,2013,69.44
38,2013,93.96
39,2013,47.05
40,2013,86.52
41,2013,100
42,2013,100
43,2013,100
44,2013,100
45,2013,7.09
46,2013,100
47,2013,100
48,2013,100
49,2013,100
50,2013,100
51,2013,100
52,2013,74.95
53,2013,100
54,2013,100
55,2013,100
56,2013,100
57,2013,89.77
58,2013,46.37
59,2013,100
60,2013,47.21
61,2013,100
62,2013,100
63,2013,100
64,2013,92.05
65,2013,100
66,2013,100
67,2013,100
68,2013,100
69,2013,100
70,2013,100
71,2013,100
72,2013,100
73,2013,100
74,2013,100
75,2013,100
76,2013,100
77,2013,100
78,2013,100
79,2013,100
80,2013,62.6
81,2013,65.55
82,2013,100
84,2013,100
85,2013,81.28
86,2013,23.14
88,2013,81.28
89,2013,NA
90,2013,NA
91,2013,NA
92,2013,NA
93,2013,NA
94,2013,NA
95,2013,16.17
96,2013,100
97,2013,100
98,2013,100
99,2013,100
100,2013,100
101,2013,61.92
102,2013,100
103,2013,100
104,2013,21.12
105,2013,NA
106,2013,100
107,2013,NA
108,2013,51.84
110,2013,92.76
111,2013,90.93
112,2013,87.34
113,2013,100
114,2013,96.34
115,2013,97.54
116,2013,87.64
117,2013,76.56
118,2013,80.34
119,2013,80.34
120,2013,78.91
121,2013,80.34
122,2013,71.32
123,2013,85.46
124,2013,72.59
125,2013,68.2
126,2013,79.35
127,2013,23.7
129,2013,100
130,2013,100
131,2013,100
132,2013,100
133,2013,100
134,2013,100
135,2013,100
136,2013,100
137,2013,100
138,2013,54.73
139,2013,100
140,2013,35.51
141,2013,81.28
143,2013,52.21
144,2013,81.28
145,2013,100
146,2013,66.28
147,2013,41.71
148,2013,69.53
149,2013,NA
150,2013,NA
151,2013,66.28
152,2013,76.41
153,2013,55.12
154,2013,31.73
155,2013,99.25
156,2013,66.28
157,2013,69.53
158,2013,NA
159,2013,NA
161,2013,66.28
162,2013,100
163,2013,99.82
164,2013,100
166,2013,85.89
167,2013,100
168,2013,75.25
169,2013,29.78
171,2013,100
172,2013,100
173,2013,100
174,2013,100
175,2013,65.9
176,2013,100
177,2013,74.44
178,2013,100
179,2013,100
180,2013,92.86
181,2013,100
182,2013,100
183,2013,100
184,2013,100
185,2013,97.23
186,2013,95.15
187,2013,100
188,2013,100
189,2013,100
190,2013,88.47
191,2013,62.16
192,2013,73.95
193,2013,26.33
194,2013,100
195,2013,100
196,2013,59.79
197,2013,100
198,2013,81.76
199,2013,100
200,2013,100
202,2013,100
203,2013,100
204,2013,100
205,2013,94.62
206,2013,69.05
207,2013,87.88
208,2013,100
209,2013,99.25
210,2013,100
212,2013,100
213,2013,NA
214,2013,100
215,2013,100
216,2013,98.79
218,2013,100
219,2013,58.62
220,2013,80.34
221,2013,80.34
222,2013,100
223,2013,72.47
224,2013,100
227,2013,81.28
228,2013,81.28
231,2013,0.04
232,2013,100
237,2013,89.58
244,2013,75.24
245,2013,75.24
247,2013,73.03
248,2013,75.24
249,2013,75.24
250,2013,100
